655,Blair,22.46,52.00,96.53,98.90,6.07,
663,Blake,55.57,49.37,43.25,85.02,20.59,
376,Blakely,43.15,27.81,76.17,26.97,85.70,
91,Bonnie,15.49,40.26,98.24,48.39,27.17,
439,Braelyn,51.93,52.60,53.21,26.58,28.44,
369,Braylee,47.14,35.97,49.61,38.34,5.92,
417,Bree,10.12,50.24,50.35,76.43,42.60,
723,Brenda,41.29,26.31,36.48,11.41,59.19,
310,Brenna,48.59,54.43,75.60,58.21,30.17,
826,Bri,31.67,59.00,90.63,91.95,9.22,
912,Bria,10.49,44.89,24.13,14.01,51.45,
845,Brianna,27.44,52.31,22.96,21.66,96.63,
177,Bridget,26.35,30.27,42.18,62.31,65.47,
468,Bridie,55.72,26.72,3.01,8.29,78.49,
245,Briella,11.61,50.18,97.52,59.59,22.24,
696,Brielle,48.45,20.44,70.21,54.71,17.38,
556,Brinley,48.78,25.07,44.14,52.93,22.41,
110,Briseis,50.66,35.38,22.40,87.74,74.16,
684,Bristol,47.55,32.99,21.41,24.80,44.74,
539,Brittany,17.85,51.65,94.23,92.59,57.94,
566,Brooke,41.61,54.03,77.16,46.85,53.45,
788,Brooklynn,52.06,52.36,63.54,1.78,12.31,
423,Bryn,12.84,22.38,90.43,42.66,74.25,
440,Brynlee,49.77,54.42,3.13,32.21,10.98,
218,Brynn,31.44,22.38,58.28,84.56,53.47,
457,Cadence,59.27,59.75,86.02,13.34,79.68,
635,Cali,54.50,40.52,47.72,63.30,50.64,
99,Calista,25.04,52.89,76.08,32.28,62.86,
789,Calla,41.28,37.58,50.74,14.52,11.03,
830,Callan,36.47,53.96,54.38,58.92,52.59,
182,Callie,46.14,53.19,18.97,75.97,88.35,
644,Cambria,26.25,48.14,67.78,18.00,75.88,
941,Cambrie,57.78,40.70,38.50,24.71,85.53,
394,Camila,34.69,33.27,24.99,93.57,57.53,
524,Camilla,11.66,40.69,93.26,52.44,4.82,
817,Camille,56.43,21.07,58.70,40.79,22.51,
785,Carleigh,53.26,53.70,20.67,8.70,94.32,
388,Carmen,33.85,57.38,95.09,38.01,17.00,
143,Carol,59.41,21.66,30.63,6.16,29.20,
219,Carolina,53.77,57.13,2.83,63.37,30.25,
191,Caroline,46.32,49.93,13.08,86.94,1.14,
558,Carter,24.35,54.77,30.69,23.77,66.00,
741,Cassidy,17.68,31.97,1.02,87.48,47.18,
47,Cassie,47.62,37.52,59.00,27.75,18.20,
385,Cataleya,32.91,23.42,52.71,21.79,89.11,
201,Catalina,17.35,48.73,75.07,46.44,28.58,
586,Catherine,57.27,26.58,92.25,96.99,87.23,
261,Caylee,59.71,41.12,90.77,58.43,6.31,
719,Cayleigh,21.01,56.69,9.73,8.51,12.50,
694,Cayley,37.50,54.08,45.15,68.08,25.65,
618,Cecelia,14.55,30.85,91.75,0.80,65.42,
810,Cecilia,53.15,59.54,94.87,55.36,19.81,
224,Celeste,35.66,27.52,78.51,51.58,34.81,
384,Celina,49.35,30.67,99.73,0.22,68.08,
132,Celine,21.61,52.91,48.22,74.56,60.69,
541,Chana,45.57,54.38,94.46,20.86,17.54,
920,Chanel,50.16,21.10,37.20,8.13,51.74,
273,Charlee,10.32,35.93,3.64,72.86,55.80,
416,Charleigh,44.89,47.62,89.99,44.63,95.55,
76,Charley,27.07,43.11,12.14,96.86,89.31,
892,Charlie,46.14,59.18,50.41,9.50,67.76,
207,Charlotte,10.84,37.43,78.63,43.21,39.40,
656,Chaya,20.72,57.89,98.67,61.77,27.76,
17,Cherish,48.64,59.92,58.16,14.75,31.06,
671,Christina,30.32,48.33,4.40,48.12,27.71,
947,Christine,37.30,25.35,31.17,23.54,24.30,
213,Ciara,54.60,21.48,41.15,66.29,97.21,
779,Cindy,12.14,36.77,61.74,10.51,49.42,
614,Claire,46.48,42.60,56.66,47.21,89.88,
138,Clara,52.01,29.60,37.83,14.13,20.96,
967,Clare,21.07,38.64,24.50,75.99,71.91,
431,Clarissa,35.30,34.67,81.83,90.45,4.25,
591,Claudia,24.43,21.85,33.70,22.99,6.69,
458,Clementine,19.37,34.24,59.37,21.64,90.05,
33,Coco,26.51,21.07,48.95,12.82,87.49,
735,Colette,11.14,35.92,16.68,73.13,19.77,
204,Colleen,28.43,27.54,41.44,34.92,65.23,
116,Collins,42.10,21.81,7.40,70.49,66.17,
638,Cora,49.84,56.35,33.27,50.07,35.01,
553,Coraline,24.97,34.58,70.71,23.89,66.02,
481,Coralynn,41.97,41.16,9.58,29.69,2.85,
921,Cordelia,57.95,46.30,34.22,60.27,4.44,
922,Crystal,40.97,42.22,65.67,62.17,2.90,
601,Cynthia,22.21,47.00,99.65,37.31,30.44,
881,Dahlia,41.24,57.60,40.19,37.81,30.89,
802,Daisy,13.12,34.04,92.38,63.98,9.40,
905,Dakota,22.79,42.06,74.77,10.61,93.66,
397,Dalary,11.60,27.39,36.02,72.08,26.73,
632,Daleyza,48.89,40.44,24.44,82.65,50.97,
611,Dalia,17.79,58.06,25.00,98.26,5.97,
926,Dalilah,47.21,42.02,40.21,64.35,35.43,
752,Dani,25.28,46.95,28.15,57.43,48.37,
383,Danica,18.95,57.25,38.82,39.87,46.86,
765,Daniela,19.58,34.51,16.43,93.11,10.40,
540,Daniella,42.92,40.70,10.02,34.16,40.11,
930,Danielle,32.17,25.03,68.49,3.33,50.73,
907,Danna,44.18,43.26,22.24,79.79,93.24,
186,Daphne,18.62,36.16,73.50,39.89,12.10,
928,Darcy,54.91,35.90,34.80,85.22,52.76,
982,Davina,50.42,23.90,8.07,58.09,3.04,
486,Dayanara,19.60,51.94,56.44,42.25,54.30,
508,Deanna,53.73,28.34,67.31,27.10,15.96,
282,Deborah,28.96,26.98,11.24,49.12,24.49,
636,Delaney,26.21,46.95,48.91,48.93,81.96,
351,Delia,40.13,51.23,45.49,68.58,67.25,
66,Delilah,53.09,53.64,85.87,54.14,36.11,
293,Della,29.47,29.49,87.83,42.41,22.68,
278,Demi,40.37,45.78,30.49,35.54,13.35,
429,Denise,32.72,57.55,94.58,92.65,63.32,
267,Desiree,30.84,35.79,44.22,41.32,16.73,
216,Destinee,42.43,56.95,83.88,53.66,41.72,
148,Destiny,13.94,55.42,6.73,21.06,88.14,
446,Devin,56.54,45.80,30.73,33.45,81.55,
996,Devyn,17.70,52.64,38.02,83.80,55.02,
23,Diamond,56.17,34.82,14.11,65.63,24.07,
151,Diana,41.21,48.43,45.82,8.50,85.90,
57,Dorothy,54.57,45.28,0.36,60.56,6.78,
444,Dulce,37.82,44.51,23.13,39.43,6.30,
693,Dylan,58.10,36.06,35.48,47.84,72.49,
288,Eden,57.05,27.67,26.97,87.70,12.42,
737,Edie,13.77,34.19,91.74,30.33,10.43,
104,Edith,50.24,22.19,59.36,14.32,83.68,
135,Effie,28.75,28.42,86.91,18.29,41.28,
75,Eileen,35.96,32.21,4.10,32.33,15.73,
664,Eisabella,58.92,36.66,28.45,66.94,85.79,
48,Eisley,10.81,26.45,26.39,37.69,39.76,
910,Elaina,29.25,25.73,64.64,25.96,44.90,
705,Eleanor,52.54,51.70,74.38,10.69,60.54,
697,Eleanore,53.77,28.10,84.61,87.60,62.37,
433,Elena,57.53,28.53,22.41,18.87,58.01,
747,Elia,24.65,57.73,92.42,95.82,27.63,
246,Eliana,52.80,48.34,70.66,3.92,23.63,
989,Elin,59.45,43.11,39.17,21.80,40.60,
706,Elina,27.30,32.57,54.00,4.59,33.13,
889,Elinor,12.71,45.79,9.58,45.28,15.80,
127,Eliora,10.09,41.46,8.35,53.04,28.62,
115,Elise,42.63,48.85,24.65,61.32,12.25,
827,Eliza,10.60,20.09,68.10,82.20,36.15,
121,Elizabeth,29.84,27.62,8.19,99.68,10.75,
759,Ella,16.42,35.30,39.36,36.96,5.84,
608,Elleanna,27.83,23.83,33.55,78.60,9.52,
777,Ellen,28.64,36.05,50.85,93.00,38.46,
623,Elliana,50.38,57.37,74.75,66.79,29.61,
53,Ellie,42.63,58.96,61.79,22.66,76.48,
589,Elliot,34.16,57.30,67.55,86.75,98.35,
955,Elliott,48.72,34.84,31.01,57.52,14.33,
16,Ellis,32.84,25.05,12.12,32.76,49.93,
489,Ellison,12.87,38.24,87.33,23.36,52.27,
876,Elodie,17.39,42.90,80.68,64.28,57.73,
502,Eloise,54.88,33.69,67.19,89.31,90.16,
85,Elora,51.78,40.66,81.63,64.08,28.46,
169,Elsa,20.23,45.04,80.18,36.62,39.68,
493,Elsie,49.36,55.38,96.13,1.79,56.75,
414,Elyse,30.47,39.75,99.44,18.71,63.03,
624,Elysia,46.83,35.85,85.93,42.35,19.41,
911,Elyza,24.76,31.80,83.38,9.02,71.01,
297,Emani,27.12,23.22,13.46,45.62,31.47,
514,Ember,29.88,48.37,65.61,19.63,97.74,
477,Emeli,51.30,24.05,80.98,82.04,68.91,
54,Emerie,18.55,27.14,95.94,79.28,86.49,
371,Emerson,25.29,29.19,62.35,48.81,42.85,
74,Emersyn,10.04,47.38,82.69,61.51,49.18,
337,Emery,33.55,21.86,74.10,82.07,27.64,
109,Emilee,41.43,44.14,16.10,17.82,86.28,
699,Emilia,46.12,36.89,12.17,30.65,98.51,
776,Emily,35.27,20.37,26.56,59.70,36.09,
128,Emma,16.74,27.09,38.39,29.27,48.78,
353,Emmalyn,35.55,27.46,7.81,59.95,53.88,
498,Emmalynn,37.84,43.29,97.03,55.85,55.01,
334,Emmarie,47.65,31.94,87.44,55.60,76.03,
410,Emme,19.32,28.20,90.31,73.09,77.63,
424,Emmeline,54.73,30.92,13.19,29.20,68.53,
903,Emmerson,10.35,29.49,75.64,46.62,38.68,
58,Emmi,34.80,53.09,28.27,35.22,96.06,
327,Emmie,16.85,45.17,56.35,83.72,22.51,
366,Emory,34.70,50.64,54.19,57.11,45.86,
64,Eowyn,46.94,43.02,52.91,34.59,61.06,
692,Erika,44.59,58.52,29.18,31.25,31.11,
145,Esme,57.88,31.84,39.28,91.47,92.93,
157,Esmeralda,32.27,45.02,98.50,26.62,54.66,
687,Estefania,27.41,29.99,56.11,80.73,83.48,
249,Estella,14.50,25.40,6.71,90.54,80.41,
797,Esther,20.42,41.23,31.42,37.94,11.45,
833,Estrella,15.04,47.50,69.24,65.68,44.25,
661,Eva,45.70,35.23,81.47,46.62,97.78,
374,Evalyn,26.88,52.89,50.88,79.73,69.19,
451,Evalynn,59.77,23.86,41.97,35.36,19.91,
625,Evan,30.25,56.44,17.35,90.00,84.01,
804,Evangeline,49.34,59.82,65.18,88.54,0.91,
119,Evelina,29.30,45.28,93.29,39.41,78.47,
630,Evelyn,45.23,21.15,41.46,57.12,49.89,
639,Evelynn,43.61,22.78,83.61,69.64,42.43,
599,Everleigh,24.31,43.65,18.76,27.30,40.77,
154,Everlie,25.82,26.15,44.53,83.50,95.96,
296,Everly,19.74,50.64,18.71,0.64,65.97,
531,Faith,23.44,52.16,17.22,60.37,46.62,
37,Fallon,24.55,59.75,18.34,87.36,43.98,
688,Felicia,44.67,24.15,65.94,85.37,80.23,
306,Felicity,13.06,55.39,8.26,5.79,57.59,
857,Fernanda,48.93,50.77,38.01,66.53,45.77,
985,Finlee,37.77,46.10,24.18,21.66,84.54,
331,Finley,48.32,51.00,43.57,93.34,81.01,
326,Fiona,17.76,54.80,43.15,10.43,21.11,
445,Flora,22.63,25.84,97.60,32.27,7.87,
590,Florence,17.36,21.78,0.39,44.67,32.54,
252,Francesca,46.51,48.23,4.49,10.19,65.42,
794,Freida,15.28,59.16,72.94,64.31,77.41,
681,Freyja,10.89,56.06,30.39,78.93,71.99,
26,Gabriella,13.03,24.76,79.06,38.34,13.16,
749,Gabrielle,18.80,39.84,87.93,73.55,74.03,
1,Gemma,29.31,37.03,73.84,80.87,42.18,
518,Genesis,11.75,35.57,7.45,78.78,10.64,
29,Genevieve,22.57,21.45,12.03,81.02,11.06,
31,Georgia,27.10,41.97,1.57,48.08,16.34,
56,Giada,28.29,47.42,27.30,46.04,10.78,
937,Giana,33.54,54.38,57.96,86.43,19.71,
490,Gianna,50.53,47.44,74.02,19.72,52.66,
934,Giavanna,22.77,51.82,75.63,63.98,8.59,
303,Giovanna,30.12,30.19,68.60,46.78,20.20,
710,Giovanni,31.61,54.74,75.17,96.32,80.27,
484,Giuliana,11.59,22.98,2.20,62.15,78.09,
1000,Gloria,12.37,38.44,0.07,23.21,55.92,
666,Gracelyn,25.42,29.33,3.49,69.34,80.06,
834,Gracelynn,45.16,51.45,67.65,80.73,87.46,
729,Gracen,45.96,31.86,24.86,93.90,28.01,
126,Gracie,43.87,33.82,4.97,51.77,12.08,
562,Gracyn,50.79,57.71,49.06,55.49,31.69,
237,Grecia,33.92,51.03,92.35,69.28,32.15,
321,Greer,27.11,54.85,35.18,23.35,90.34,
961,Guadalupe,44.98,47.52,21.61,14.67,13.55,
333,Gwendolyn,52.73,21.96,12.37,18.53,30.93,
491,Gwenyth,22.13,46.84,73.27,41.21,67.49,
332,Hadassah,13.26,41.80,33.57,52.41,56.36,
999,Haddie,33.66,24.32,74.66,28.22,58.51,
255,Hadlee,29.72,48.93,39.23,71.37,86.50,
792,Hadleigh,18.26,59.21,31.65,35.72,31.76,
732,Hadley,30.30,46.46,25.02,3.29,44.87,
299,Hailey,53.57,57.77,80.53,11.27,84.77,
411,Hana,51.49,55.18,33.94,3.00,31.22,
691,Hanna,17.45,41.01,89.30,50.08,46.94,
953,Hannah,28.21,22.64,57.61,57.92,52.30,
412,Harley,56.60,23.04,68.71,64.14,7.76,
726,Harlow,11.04,27.29,82.67,74.19,70.41,
247,Harmoni,41.37,20.38,99.75,25.13,12.21,
330,Harmony,25.81,52.98,74.20,90.10,84.10,
271,Harper,57.62,34.33,35.13,58.54,60.80,
3,Hattie,42.62,44.52,89.06,30.07,16.22,
871,Haven,35.99,58.82,1.75,75.26,66.38,
703,Hayden,30.05,27.41,91.09,91.16,58.01,
593,Hazel,35.78,42.94,72.24,76.92,75.75,
286,Heather,50.73,41.05,77.75,47.08,41.67,
281,Heaven,29.37,25.01,12.81,21.53,97.85,
399,Heidi,50.49,49.51,82.60,34.75,44.97,
549,Helen,50.12,59.54,44.15,25.74,93.26,
795,Hensley,57.18,35.58,53.45,12.46,95.26,
773,Holland,35.70,43.32,60.89,12.75,66.99,
513,Hope,45.03,48.83,59.99,95.91,51.26,
641,Ila,56.27,25.88,12.56,56.58,85.47,
848,Iliana,13.51,48.06,95.20,20.02,39.95,
362,Iris,14.93,37.04,45.99,46.16,98.91,
736,Isabela,38.65,32.12,43.08,42.31,22.64,
98,Isabella,43.63,54.27,55.71,54.25,90.09,
44,Isabelle,47.64,38.29,27.54,92.43,75.28,
485,Isis,43.86,44.24,89.35,79.03,43.95,
206,Isla,44.37,41.89,25.54,87.55,90.10,
724,Itzel,25.81,56.69,32.96,1.01,22.26,
88,Ivy,34.10,44.45,26.76,51.80,43.62,
702,Iyla,18.39,43.13,78.34,51.24,35.17,
522,Izabella,42.89,20.25,93.89,93.26,7.25,
988,Jacqueline,58.61,22.58,87.02,89.43,92.55,
68,Jada,41.61,58.00,77.56,15.77,34.45,
730,Jade,25.77,26.61,54.18,28.22,90.92,
746,Jaelyn,31.16,42.48,31.61,31.56,27.07,
938,Jaliyah,48.82,49.09,45.40,39.42,27.05,
647,Jalyn,11.00,52.26,51.42,45.61,45.28,
185,Janae,18.88,50.07,15.83,70.57,91.33,
450,Jane,26.36,31.61,60.47,48.77,91.70,
507,Janelle,35.68,20.48,82.81,82.48,28.39,
277,Janessa,40.57,22.40,68.08,81.88,13.51,
476,Janiya,41.64,48.61,42.65,10.12,2.48,
969,Janiyah,41.27,36.09,82.89,50.28,84.32,
917,Jasmin,24.94,52.13,45.51,91.07,57.96,
757,Jasmine,12.80,29.99,78.23,57.88,34.95,
942,Jayda,47.23,49.11,14.17,16.60,89.66,
627,Jayla,47.66,51.38,14.18,32.66,32.98,
799,Jaylah,16.40,35.93,27.69,17.39,26.25,
709,Jayleen,34.35,42.46,2.48,36.68,23.34,
25,Jazlyn,19.80,26.57,30.56,31.09,99.81,
406,Jazlynn,18.35,53.61,33.29,15.27,46.30,
504,Jazmine,26.39,54.95,68.09,91.30,41.32,
43,Jenesis,37.89,37.30,66.63,17.39,37.06,
193,Jenna,24.91,42.70,87.48,51.98,73.65,
869,Jennifer,12.82,52.42,82.35,67.24,93.35,
283,Jessica,27.94,27.74,90.85,12.04,32.76,
188,Jessie,13.50,54.48,20.90,83.86,74.25,
361,Jewel,41.78,48.34,25.87,97.83,5.12,
70,Jianna,46.09,57.44,19.73,23.29,88.91,
415,Jill,23.46,46.22,57.83,89.85,91.16,
268,Joanna,18.92,49.60,83.93,26.74,17.30,
6,Jocelyn,33.02,22.59,56.72,58.81,53.54,
813,Jocelynn,27.00,54.88,10.25,86.94,11.81,
995,Johanna,17.79,37.46,70.57,98.56,33.13,
793,Jolie,36.52,58.92,93.51,95.24,25.56,
939,Jordan,11.41,35.10,14.88,33.27,57.43,
336,Jordynn,52.56,25.93,46.66,69.12,74.88,
108,Jorja,17.50,34.58,8.62,5.71,83.42,
386,Joselyn,44.56,47.24,93.22,71.73,12.48,
534,Josephine,49.11,40.68,36.50,57.66,11.21,
821,Josie,52.64,58.64,83.13,42.93,47.28,
443,Joslyn,20.77,47.55,15.32,73.13,53.25,
220,Josslyn,54.36,51.55,83.68,34.32,72.94,
548,Journee,16.76,50.21,99.11,54.97,37.13,
339,Jovie,16.23,28.82,0.61,8.66,8.36,
603,Joy,15.98,37.74,31.91,18.75,79.35,
77,Joyce,57.74,52.26,43.68,96.78,34.19,
783,Judith,42.64,21.49,67.47,72.32,7.61,
124,Julia,32.46,57.56,22.34,18.42,74.67,
844,Juliana,31.29,39.17,57.26,88.88,38.60,
526,Julianna,50.48,50.49,86.39,88.43,57.73,
382,Julie,41.77,34.16,90.66,44.27,24.28,
690,Juliet,36.01,21.65,63.28,5.53,75.86,
853,Julieta,34.78,32.47,24.17,13.00,23.30,
